source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,Sri+Rama+Fancy+%26+General+Stores,Sri Rama Fancy & General Stores,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,1,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Manogna+Women%27s+World,Manogna Women's World,Jewellery,Retail,"Vijayawada, Andhra Pradesh",073967 16252,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,KIRAN+MALLI+FASHIONS,KIRAN MALLI FASHIONS,Jewellery,Retail,"Jewelry store · Naga Sai Homes, MRP Road",083176 16696,,5.0,1,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Gunadala+Matha+Shrine,Gunadala Matha Shrine,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,4.6,4225,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Madina+fashions,Madina fashions,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,4.3,8,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,YB+FANCY+STORE,YB FANCY STORE,Jewellery,Retail,"Bangle Shop ·  · 18-8, near Masjidstreet",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,SRI+AMBICA+JEWELLERYS+AND+WORKS,SRI AMBICA JEWELLERYS AND WORKS,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,1,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Mounika+Jewellers,Mounika Jewellers,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,2,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Sri+Lakshmi+Rajarajeswari+Jewellery,Sri Lakshmi Rajarajeswari Jewellery,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,2,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,GMK+JEWELLERS,GMK JEWELLERS,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,VR+JEWELLERY,VR JEWELLERY,Jewellery,Retail,Jewelry store · Sri rama chandra nagar,,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Laka+Shopping+Mall,Laka Shopping Mall,Jewellery,Retail,"Jewelry store · GJVR+GWX, Near, pipul road, opp. bhramam gari temple",,,3.9,35,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,sreearyaanbeads%26jewels,sreearyaanbeads&jewels,Jewellery,Retail,"Vijayawada, Andhra Pradesh",096727 72777,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Wholesale+shop,Wholesale shop,Jewellery,Retail,"Wholesale grocer · Yanamalakuduru lakulu, arch sachivalayam building, main road, beside union bank, opposite ayyappanagar",,,5.0,66,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Balaji+Fancy+%26+General+Stores,Balaji Fancy & General Stores,Jewellery,Retail,"Asian grocery store ·  · Near, Sivalayam Temple",,,3.9,7,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Madina+Munni+Fancy,Madina Munni Fancy,Jewellery,Retail,"General store · Shop Number 2, 17-246, New Sanath Nagar Ln",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,"BIBA+-+Gayathri+Nagar,+Vijayawada","BIBA - Gayathri Nagar, Vijayawada",Jewellery,Retail,"Clothing Accessories Store · No. 1, VSN Mall, 59-13-34/1/23, Gayatri Nagar Main Rd",,,2.7,3,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Angel+Fancy+%26Stationary,Angel Fancy &Stationary,Jewellery,Retail,"Vijayawada, Andhra Pradesh",092847 20703,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Rajasthan+Bangles,Rajasthan Bangles,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Muthoot+Money+Gold+Loan,Muthoot Money Gold Loan,Jewellery,Retail,"Loan agency · Frist Floor, No. 7-110, Nuzvid Rd, opposite DTDC Courier Service",,,4.9,17,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,%E0%B0%AE%E0%B1%81%E0%B0%95%E0%B1%8D%E0%B0%95%E0%B0%BE%E0%B0%AE%E0%B0%B2+%E0%B0%B0%E0%B0%BE%E0%B0%AE%E0%B0%9A%E0%B0%82%E0%B0%A6%E0%B1%8D%E0%B0%B0+%E0%B0%B0%E0%B0%BE%E0%B0%B5%E0%B1%81+%E0%B0%95%E0%B0%BE%E0%B0%82%E0%B0%AA%E0%B1%8D%E0%B0%B2%E0%B1%86%E0%B0%95%E0%B1%8D%E0%B0%B8%E0%B1%8D,ముక్కామల రామచంద్ర రావు కాంప్లెక్స్,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,PVP+Square,PVP Square,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,4.3,67383,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Randoll+Imitation+Jewellery,Randoll Imitation Jewellery,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
