source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,ChIJM2-stDtqPDoRBUSYG2A7IJg,Laxmana Raju Jewellers,Jewellery,Retail,"Railway Station - Mettakkivalasa Rd, Amadalavalasa, Andhra Pradesh 532185, India",090632 73283,,5,4,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJAUKvDztqPDoRKj2n9sY1EXg,sree kalyani jewellers,Jewellery,Retail,"Opp:, Rama Mandir, Main Road, Amadalavalasa, Srikakulam, Andhra Pradesh 532184, India",098851 63899,,5,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJuwkyU9sHPToRzrDl37JZxpY,VAIBHAV JEWELLERS - Jewellery Store In Palasa,Jewellery,Retail,"12-2-96 /97, KT Rd (Kasibugga-Tharlakota Road), Kasibugga, Ramakrishna Police Colony, Palasa, Andhra Pradesh 532222, India",080961 88777,,4.9,925,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJOXCc3ThDOToR8fwj7NJZWnA,Vysyaraju Jewellers Asilmetta,Jewellery,Retail,"CBM Compound, Asilmetta, Visakhapatnam, Andhra Pradesh 530003, India",089125 23939,,4.6,3270,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJn4qRVNiLPDoRDTobQoHnsYw,Sree bhuvaneshwari jewellers,Jewellery,Retail,"besides hp petrol bunk, Palakonda - Haddubangi Rd, Kotturu, Andhra Pradesh 532455, India",070938 97331,,5,4,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ4bFIMyNDOToR_aUYkFJSAP4,Kameswari Jewellers,Jewellery,Retail,"Shop No 40 41 15ff, TSR Complex, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530004, India",091205 22622,,4.8,2926,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJURT8_cgVPDoREQECkaMLzs0,SS NAIDU JEWELLERS,Jewellery,Retail,"Nehru Rd, Ranasthali, New Colony, Srikakulam, Andhra Pradesh 532001, India",098662 13528,,None,0,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJe_aWco9rPDoRmTYdYBISDaY,Andal jewellers,Jewellery,Retail,"Andal jewellers, Ragolu, Andhra Pradesh 532484, India",099377 14696,,5,2,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJwUlDPABrPDoRtdeKXoe6Sg0,Vysyaraju Jewellers,Jewellery,Retail,"Main, Road, Amadalavalasa, Andhra Pradesh 532184, India",,,None,0,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ1YJVGVF7PDoRfybdfpfu6u4,NSN JEWELLERS,Jewellery,Retail,"Post Office Rd, Palakonda, Andhra Pradesh 532440, India",073964 73155,,4.1,146,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
